295,999,2
295,1278,2
295,1874,2
301,301,28
301,1874,1
303,1874,4
308,1706,1
309,1669,1
310,246,1
312,1258,2
312,1684,2
312,1874,6
315,1701,6
318,1,1
322,1669,1
324,1701,1
324,1952,1
329,203,6
329,329,2
329,350,1
329,410,2
329,453,16
329,895,2
329,943,1
329,999,2
329,1258,6
329,1550,8
329,1601,1
329,1669,1
329,1768,11
329,1874,12
329,1906,7
329,1987,7
329,2027,1
330,1669,3
331,246,4
331,547,2
331,1701,1
332,1159,1
339,1144,18
339,1874,2
339,1974,1
341,56,6
341,547,14
341,1377,2
341,1669,14
341,1701,33
341,1706,49
342,453,1
344,585,1
344,737,1
344,1144,7
344,1974,1
344,1998,1
346,1706,30
347,1874,3
350,15,2
350,84,2
350,151,1
350,166,1
350,203,25
350,360,1
350,379,1
350,436,2
350,492,5
350,535,2
350,539,7
350,584,1
350,603,1
350,829,3
350,832,1
350,853,3
350,895,4
350,918,2
350,1061,1
350,1258,44
350,1486,1
350,1539,1
350,1563,3
350,1576,1
350,1586,3
350,1639,1
350,1706,19
350,1751,5
350,1768,12
350,1833,15
350,1839,3
350,1874,79
350,1912,3
350,1963,3
351,453,1
353,246,1
353,453,11
353,547,1
353,1952,1
354,1669,1
356,1669,1
357,1669,1
359,329,5
359,453,32
359,476,4
359,576,1
359,702,1
359,799,2
359,869,1
359,895,3
359,1159,2
359,1192,3
359,1277,2
359,1306,1
359,1536,1
359,1550,7
359,1768,5
359,1976,1
359,1987,5
362,412,1
362,453,1
362,511,1
362,1258,1
362,1465,4
362,1768,1
362,1874,2
363,80,6
363,511,1
363,547,2
363,1159,11
363,1287,3
363,1306,2
363,1377,13
363,1444,3
363,1611,3
363,1706,5
363,1874,1
367,1159,5
367,1706,7
369,453,9
369,1277,2
370,1706,1
370,1874,1
371,453,2
373,895,3
376,1258,1
376,1369,1
376,1706,1
376,1874,3
379,350,1
379,1874,3
383,511,2
383,730,1
383,1669,4
383,1839,1
389,1377,2
390,297,1
390,780,2
390,795,1
390,984,2
390,1501,1
390,1697,1
390,1887,2
390,1907,2
391,1287,2
394,1669,1
396,993,1
396,1920,1
397,453,2
399,453,1
403,34,4
403,999,2
403,1144,43
403,1198,2
403,1580,1
403,1858,9
403,1995,2
403,1998,1
405,1669,1
406,278,1
407,1669,1
410,1669,3
411,21,19
411,217,1
411,429,1
411,465,1
411,511,6
411,614,1
411,633,1
411,817,4
411,852,3
411,930,2
411,999,43
411,1144,26
411,1258,41
411,1278,5
411,1390,1
411,1440,6
411,1522,3
411,1586,5
411,1743,3
411,1751,3
411,1792,1
411,1807,2
411,1833,2
411,1874,57
411,1899,17
411,1963,29
411,1974,9
411,1998,1
412,84,3
412,119,1
412,153,2
412,197,2
412,203,4
412,306,1
412,362,5
412,412,5
412,420,2
412,453,2
412,457,4
412,465,1
412,511,2
412,539,2
412,579,1
412,585,5
412,668,1
412,829,10
412,999,5
412,1080,1
412,1214,1
412,1258,6
412,1278,3
412,1465,8
412,1586,1
412,1669,1
412,1717,2
412,1767,2
412,1768,9
412,1770,5
412,1792,3
412,1874,38
412,1892,1
412,1906,1
412,1963,1
412,1997,2
415,671,1
415,831,1
415,1092,1
418,511,3
418,1576,2
419,153,1
419,412,1
419,465,2
419,628,1
419,683,1
419,794,1
419,817,2
419,852,2
419,1179,1
419,1258,1
419,1278,2
419,1587,1
419,1768,2
419,1792,4
419,1839,1
419,1874,3
419,1987,2
420,412,6
420,420,1
420,1706,2
420,1874,5
421,895,8
422,246,4
424,105,1
424,453,3
424,463,1
424,569,4
424,869,3
426,453,2
428,1706,1
430,246,1
430,1669,2
430,1952,6
432,993,3
432,1377,1
432,1706,1
432,1952,1
433,1669,1
435,1500,1
437,1874,1
438,1669,1
441,278,3
441,1407,1
441,1629,1
442,829,1
442,1874,3
444,1159,10
446,246,1
447,1669,1
453,14,1
453,56,76
453,97,3
453,142,1
453,153,1
453,155,1
453,178,1
453,179,9
453,195,2
453,205,1
453,278,8
453,292,3
453,329,10
453,330,1
453,359,7
453,369,1
453,412,1
453,488,1
453,494,2
453,547,2
453,583,3
453,630,9
453,691,24
453,702,14
453,713,23
453,734,1
453,760,2
453,849,1
453,869,47
453,895,97
453,902,4
453,928,2
453,938,5
453,948,1
453,991,3
453,993,4
453,994,3
453,998,1
453,1039,1
453,1076,2
453,1082,1
453,1184,1
453,1186,2
453,1192,2
453,1195,1
453,1258,1
453,1267,7
453,1277,29
453,1287,60
453,1337,1
453,1405,1
453,1480,4
453,1484,3
453,1503,1
453,1510,2
453,1520,5
453,1541,2
453,1550,5
453,1576,1
453,1586,11
453,1587,3
453,1601,1
453,1619,3
453,1629,3
453,1669,92
453,1690,2
453,1748,4
453,1768,4
453,1780,1
453,1792,1
453,1813,16
453,1831,1
453,1852,1
453,1874,1
453,1876,8
453,1880,8
453,1881,5
453,1918,4
453,1948,2
453,1956,6
453,1987,2
453,2027,15
454,1706,2
456,1706,1
457,21,2
457,412,4
457,511,2
457,711,1
457,899,1
457,999,1
457,1009,2
457,1144,4
457,1258,2
457,1369,2
457,1522,2
457,1587,3
457,1768,1
457,1833,3
457,1874,12
457,1927,1
457,1974,1
457,1998,3
459,1159,2
460,278,1
461,1874,1
462,1258,1
462,1706,1
465,306,2
465,383,2
465,412,2
465,511,1
465,526,1
465,628,1
465,817,3
465,1011,1
465,1179,2
465,1440,1
465,1670,3
465,1743,2
465,1770,2
465,1792,5
465,1874,22
465,2027,4
466,76,1
466,1365,1
466,1372,1
466,1669,2
466,1906,2
467,1706,4
471,1874,1
473,1874,1
474,246,1
475,1,1
475,392,1
475,963,1
475,1939,1
476,203,1
476,329,3
476,691,7
476,855,3
476,869,1
476,993,3
476,1287,3
476,1550,4
476,1669,3
476,1748,2
476,1768,3
476,1987,3
478,1906,3
479,90,4
479,151,1
479,165,4
479,210,3
479,266,4
479,272,4
479,383,1
479,412,3
479,419,3
479,465,4
479,511,5
479,556,4
479,558,4
479,585,4
479,599,4
479,666,1
479,690,4
479,713,4
479,794,3
479,852,3
479,999,3
479,1241,4
479,1430,4
479,1510,4
479,1523,3
479,1586,2
479,1587,3
479,1652,1
479,1669,1
479,1670,4
479,1674,2
479,1731,4
479,1767,5
479,1839,1
479,1874,3
479,1878,3
479,1911,3
479,1987,7
480,808,1
481,1706,1
481,1874,1
482,1669,1
483,895,1
485,387,1
485,526,1
